Node,Body,Motor 1,Motor 2,Motor 3,Motor 4,Motor 5,Motor 6,Motor 7,Motor 8
0,86.51755503405533,10.402488454016623,-3.6478849330869605,9.11160323464426,-2.400988623780417,-28.80583538551225,49.28099097439402,-24.99259989188685,51.61339649424318
28,92.24357113762248,-19.606201600791046,-7.3118485769193535,26.124641768631747,-25.83552996642644,0.0805035640228864,2.8300156918340065,-9.54468740897128,33.101841570018905
39,91.10465400989914,-14.472745665312676,-6.364042393346036,9.64634396632809,21.458230593716756,4.59123064583548,4.629862054347532,-10.82695206469398,17.718672700784484
73,87.84654727563459,-0.7089394764369158,-3.9502335146012117,7.723275261052592,-22.929403277034535,14.679991943927739,14.696015495726988,-26.4142785260941,30.592518852852713
96,89.91466714914414,5.593161860563676,-4.8153033842442845,5.251418777362636,-6.612890863548725,16.783889670431478,5.84855407763377,-7.240610554203208,5.469726427294792
108,87.19223128355486,9.52520279576855,-2.791215925742479,9.476909017668339,-5.170476315582913,-25.435868541266426,45.79532481902206,-23.373506261007943,46.40661373585259
