Node,Body,Motor 1,Motor 2,Motor 3,Motor 4,Motor 5,Motor 6,Motor 7,Motor 8
0,89.9717808172096,7.63018420604798,-2.169332998587123,7.326523283488831,-1.4817386100751393,-7.375207281380069,1.0285398304949525,-9.879291871352443,10.589836684871429
11,89.99135920578021,7.788405619871977,-2.2941024311871643,7.387217379769955,-1.4160131603191168,-7.260449614490989,0.9882141474717997,-9.835368423002869,10.687649731509103
28,90.05212671164382,6.415906718622851,0.949244560641109,7.863421126466797,-1.8028981708700094,-7.159469617091925,1.338414696373808,-9.337125719089862,10.262987275947076
68,90.59604541258378,-11.844053206847082,1.1893672188114963,2.7570891950442857,10.837169703851886,3.239249630631711,-6.7588436264550955,2.9352846869201223,-1.3182442399944303
90,89.95186783655065,-8.7449855707892,5.1133329123321625,-2.193917838289245,13.435945082160432,10.89190099979733,-11.690862485446864,6.34915446714306,2.0560312953636655
108,89.73369870844816,-3.613466771841593,0.9391808158929142,7.219181007901469,-1.8426639388191604,8.366342593021715,-0.7949447453004082,-0.5568848639056003,-3.305718725513137
