Node timesteps,Torque Hip 1,Torque Knee 1,Torque Hip 2,Torque Knee 2,Torque Hip 3,Torque Knee 3,Torque Hip 4,Torque Knee 4
0.009999997273398006,-1.175835413559183,0.6802120990428537,6.75082187054945,-6.757463336056409,-6.069169211138711,4.72156224400573,-5.826401445222457,4.130320900491615
0.009999997272373435,3.793541388391688,-2.5307462210889553,3.642321459992329,-5.564268610286274,-1.950279436189075,1.3765241413187428,-1.8147101505405983,0.8772704228016864
0.009999997272582538,0.7564377017221491,-1.4893436387246466,0.660522608987734,-2.084706614640152,-0.5555018739655585,0.9506882011941717,-0.7154572481617673,0.8841885345450632
0.009999997272664495,0.4287438861113441,-1.0654343002940863,0.5442592648478257,-1.4931125328990686,-0.523887189325101,0.7481967109745472,-0.6046474298297239,0.780825717357737
0.009999997272704238,0.38512403488427327,-0.8718881973931045,0.5636691858162903,-1.2326082987638614,-0.5507765938463333,0.7233795210498076,-0.5291922880000411,0.7877053228881733
0.009999997272720053,0.34524677203556453,-0.7463182972750991,0.5626721517897062,-1.0310493383783994,-0.48556814611006516,0.7934895156836803,-0.5768229613233019,0.8958419853024943
0.009999997272724841,0.3061648469794986,-0.649732668901316,0.5182761559925517,-0.8809020395569098,-0.4325786532331179,0.9589861789516754,-0.21675183415364288,0.9260842488582396
0.009999997272711305,0.23651677640836063,-0.5667051555690056,0.520548501794342,-0.7620041857256157,-0.33802390893682005,1.1972430348187757,-0.8156243824449045,1.3318772008140716
0.009999997272702177,0.12392914505022244,-0.5238798192943394,0.350665011411955,-0.6935482577070319,-0.15004858114074854,1.8506561521285587,1.0347417589284125,0.8692942529741928
0.009999997272873701,0.1022744298422617,-0.46821890803930866,0.4439748090307371,-0.6024630104842578,0.37605109714144525,3.1165018348713747,0.8948058979500605,-0.15675040281311167
0.009999997273021201,0.21251086144303752,-0.529735345646073,0.4404870613401051,-0.5522377990310818,0.31412857564433666,2.471539013885485,0.38748706177884257,-0.1610635708912927
0.009999997273121173,0.33049407443638934,-0.552505858148555,0.4532344461799864,-0.5519025733442214,0.13192473409889022,1.6282673992186476,0.17169450046012782,-0.12091040234635686
0.009999997273180631,0.353226246427975,-0.5755095881169396,0.42080347313856514,-0.5590983484758526,0.052333462223214354,1.158069942695182,0.04041490282324209,-0.08353700534943995
0.009999997273217332,0.3567112992480351,-0.6047921735210396,0.417842964034961,-0.587981847706372,-0.006500140204369653,0.8988658745055053,-0.14233709723690238,-0.09112898725816995
0.009999997273249591,0.3022012900700572,-0.6965166556144899,0.3009608852681954,-0.6478803595547341,-0.09006156026051573,0.7156884089427593,0.29759939239710026,-0.03464306274316232
0.009999997272996539,0.2445425675165848,-0.7789206105004718,0.2646065732014501,-0.6603179517010251,-0.14803474077546258,0.5906667610416328,-0.5176435371801879,0.6979453721242584
0.009999997272964928,0.31123279312255486,-0.7196447953729739,0.35839312112277666,-0.5911931391280401,-0.1893220874989543,0.6413283896474081,-1.3445759310157082,0.9745453642506223
0.009999997273100502,0.3806470920105064,-0.6372374209323992,0.44064518427147603,-0.5686801464609276,-0.01764027387212695,0.7371353706189717,-0.5442722236346541,0.0151650130763094
0.009999997272997328,0.441395525469722,-0.5594999605205823,0.40521594431204994,-0.48014075131366657,-0.0004691133507886158,0.9057737868888253,-0.36214738222206766,-0.24169226114190337
0.009999997272821179,0.3531912561896192,-0.5704057355901058,0.28293606641136065,-0.4396395062025121,0.04136197027075153,0.9557948984022352,0.9101400435990709,-0.49536326862523045
0.009999997272735919,0.26834966993715925,-0.6372998820663166,0.11156268850490672,-0.38880993523390067,-0.14603801120130344,0.8807809170374339,-0.2748074310461283,0.9345263422182893
