Node timesteps,Torque Hip 1,Torque Knee 1,Torque Hip 2,Torque Knee 2,Torque Hip 3,Torque Knee 3,Torque Hip 4,Torque Knee 4,Foot 1 lift,Foot 2 lift,Foot 3 lift,Foot 4 lift
0.01012553664912876,-0.0008622476623066736,0.001333663245707506,0.00028996920245533456,-0.000603818397980877,0.00021129034707285217,-0.0004497454379119666,-0.00047931215593924814,0.0008007511938332129,0.0004546089550438637,9.180093321060191e-06,6.519193511919568e-06,0.0005239191381555751
0.13392837652953793,-0.0013554261806231326,0.0027317118947432803,-1.6158314148493802e-05,-6.694694521780198e-05,-6.287346621346874e-05,2.4212962901642425e-05,-0.0008319415026038765,0.001731105559292894,0.0016453479332122281,7.13848357280765e-06,7.546601656319793e-06,0.0017180460834069885
0.010950670554252542,-0.0006093081092381469,0.0006986353672727941,-0.00014909662251735178,0.0002091851459189949,-0.00042293679263777915,0.0007389186388204753,-0.00037860138802758,0.0006639224536712694,0.0007500227245686655,5.17717526115809e-05,5.838514533346888e-05,0.0011496506844690098
0.29983509546648096,-1.7074938070845916e-05,-9.20847516248082e-06,-3.40829413177599e-05,2.216604328605675e-05,-0.00016168242214845965,0.00024891714072994503,5.911932223513749e-06,-5.391933433768283e-05,8.55071968656842e-06,4.538537786189954e-05,2.268592776298508e-05,8.907382682429278e-06
0.2935868267334202,0.00010883045271771436,-0.00022669628180512204,6.695654951560054e-06,-2.685594659573961e-05,1.1765872401264077e-05,-3.687631443646512e-05,5.750176360274775e-05,-0.00012620586410670291,1.6797157218855233e-05,1.5742545597080725e-05,1.4661164307473245e-05,1.7640437183730356e-05
0.19240567976704553,-4.40649102595527e-05,8.60279003654094e-05,3.491882794917983e-05,-6.833673347878397e-05,2.52096613319167e-05,-4.9374046929689564e-05,-2.2011367376749288e-05,4.288231004006957e-05,1.174961564530211e-05,1.4152678838534248e-05,1.1760728730238963e-05,1.3925306936382919e-05
0.04594456978799311,1.3214492980917723e-05,-2.5583822668961798e-05,-1.7641354385118018e-05,3.482857238880403e-05,-7.316616200166838e-06,1.4641218485897227e-05,1.1168855428985726e-05,-2.158821580437313e-05,1.0823522285573534e-05,1.4940432109281661e-05,1.0898386758336113e-05,1.4806995543069933e-05
0.04242830934826642,1.6706997872636531e-06,-3.23199200037839e-06,-7.68450406602513e-06,1.5159514307207794e-05,-3.7315592901595724e-07,8.584878996789498e-07,5.593460070343191e-06,-1.0912675804066875e-05,1.1295371086752199e-05,1.4188730097605298e-05,1.1359633819516251e-05,1.4086671826185004e-05
0.04366120077546411,-1.7084928004122598e-06,3.2888182945898617e-06,-6.061634553142538e-06,1.189912746589262e-05,1.9373496582570216e-06,-3.747584473659508e-06,5.214508624790424e-06,-1.0258694985793252e-05,1.1282139976469466e-05,1.419183142896406e-05,1.134388645308727e-05,1.4097581473283352e-05
0.04384853336526841,-2.422630143319766e-06,4.657582219757585e-06,-5.316891081806619e-06,1.0415810135281507e-05,2.3670874374921107e-06,-4.615215108791329e-06,4.922340155768888e-06,-9.714771620652221e-06,1.1212595027156557e-05,1.4306649051859784e-05,1.126725602082102e-05,1.4219560885987143e-05
0.043478366325482604,-2.652939397106415e-06,5.105362377332587e-06,-5.012419643604932e-06,9.819056044544934e-06,2.4171658607009047e-06,-4.713840719344032e-06,4.821541948902797e-06,-9.518849606674956e-06,1.1275360558966521e-05,1.4205847843075825e-05,1.1290383772182675e-05,1.4183197516162357e-05
0.043576678792507983,-2.912116710820616e-06,5.6388164459883e-06,-4.835635804188466e-06,9.500434775587972e-06,2.3456665559770218e-06,-4.5468468814063034e-06,4.777228577288715e-06,-9.403814582769282e-06,1.1316839854844747e-05,1.4142601811074357e-05,1.1239144045417443e-05,1.4267404546853088e-05
0.04384325079569936,-3.4703478870395584e-06,6.832189155860745e-06,-4.6206138288865894e-06,9.182772489846637e-06,2.1742506573139914e-06,-4.109307203170095e-06,4.580564195537136e-06,-8.914410245252721e-06,1.146649717590109e-05,1.39020485451517e-05,1.1115707091000561e-05,1.446113888948043e-05
0.04367042428492281,-4.063016535522332e-06,8.371196478027876e-06,-3.7079006068561013e-06,7.782515456831582e-06,1.808219188155916e-06,-3.0089067306190157e-06,3.314392067108328e-06,-6.052823862161292e-06,1.2071328311331292e-05,1.3140466134092521e-05,1.0996960187969444e-05,1.4704989177858385e-05
0.053068014856527734,-3.0917142278481146e-06,8.030686944975929e-06,-3.0750785524930057e-07,2.681451337068139e-06,1.6630930960931808e-06,-1.1719844857142886e-06,-1.0751011203662618e-06,4.084890469400779e-06,1.4128199046696734e-05,1.1446396516549243e-05,1.0457041203803131e-05,1.6033688366279096e-05
0.10470559943820061,-5.0885311646511265e-06,1.6979021703907258e-05,3.7303885072734127e-06,-1.0958259436860897e-07,5.885410869547918e-06,-4.315803636284728e-06,-5.7106692722283556e-06,1.8172138246093357e-05,2.704613351698613e-05,8.478387859407912e-06,8.492307917193173e-06,2.7558780653711605e-05
0.03502827065996685,3.827743330313176e-06,9.965193348588329e-06,1.4970230053181993e-05,-1.239448055639474e-05,3.321798053350052e-05,-4.7993268328008866e-05,-4.738542101885504e-06,2.729393500299187e-05,7.331276391087526e-05,7.636281708410218e-06,8.141795448031652e-06,7.892988308521345e-05
0.29891038404206854,5.8622322563466675e-05,-5.3416121162230813e-05,-9.12776349691025e-05,-2.066909550992313e-05,3.003440762800503e-06,-3.9249659494908536e-05,5.869532843657086e-05,-5.357922670605046e-05,6.702635034669512e-06,0.0022893684320508937,0.0027669139404888454,6.7341204933171835e-06
