Node timesteps,Torque Hip 1,Torque Knee 1,Torque Hip 2,Torque Knee 2,Torque Hip 3,Torque Knee 3,Torque Hip 4,Torque Knee 4,Foot 1 lift,Foot 2 lift,Foot 3 lift,Foot 4 lift
0.01000028740774705,0.0026106594454859394,-0.0018813293648838193,-0.008612344343303173,0.019453949315990073,0.007342898770333281,-0.012762928151812557,0.005958370707192731,-0.009955809534294317,8.452454357714894e-05,7.328377187026e-05,4.7617867607853015e-05,5.82540048668146e-05
0.14957730325729943,0.013441056344714316,-0.024592243207337588,-0.011519389564659374,0.025327246121656533,0.007614319474733168,-0.013502175569536548,0.009491498375284915,-0.0172991100895985,0.0031423444258064045,8.060961545301879e-05,7.965612144401367e-05,9.697705557698426e-05
0.010001618939982141,0.0017724651857987288,0.012413585755664133,-0.06327268132246926,0.1304801604604831,0.027898338646537724,-0.05468422249890997,0.027188635642084492,-0.05329492130318982,0.009075442406353551,0.0001713564006395721,0.00022170649879710023,0.00014002136901034894
0.010001710694324404,-0.000815350566398791,0.020395861896043324,-0.04238080312463928,0.08665249131106456,0.021734465027615245,-0.04353110880942189,0.02264834830390936,-0.04541321029300442,0.010187832864839512,9.879441290149763e-06,0.00011473680896805236,1.9664127674549403e-05
0.010001745558284376,-0.004105712424566994,0.03148956736435144,-0.03266027453864753,0.06607914757569645,0.01728360804842223,-0.03529321193347841,0.01813657507949647,-0.03706336328763624,0.01025942736687945,5.083014142885657e-06,7.291006138398003e-05,3.0935224631761354e-05
0.010705654407745605,-0.00474012298592241,0.03860904596420121,-0.03017622449454457,0.060707882787587285,0.014557138665487284,-0.030093975390728334,0.01471623534098591,-0.030445654942771374,0.008929178349806445,8.659037351417813e-05,0.00013593458996231478,0.00017360612916060363
0.03247012987124169,0.0012908895328630576,0.0010311693260669633,-0.022034753151942286,0.043410183300993936,0.011217970725089881,-0.024066531641172867,0.012373890306703623,-0.026445414914503317,0.003651105401960911,9.408738514293612e-05,6.0964223929955634e-05,0.00014204978224997998
0.01002067969114705,0.00037612047924530503,-0.00457363646669585,-0.025510239183414656,0.048739166034282924,0.012541130905086652,-0.02846560580100031,0.012625347433204983,-0.02865761462676605,0.0007540450071829541,0.00018146827272849306,0.0002213563716292518,0.00016061157068830953
0.010008844291767438,-0.0005823896173001051,-0.0024848763197490246,-0.02924928507513949,0.055658868279523044,0.016259994942986408,-0.036699639012529255,0.009031000928787267,-0.02204191513612771,7.32550399236814e-05,1.5225568212981298e-05,0.00021953579253450287,5.2493974087010495e-05
0.010002003169601809,-0.00813650154448876,0.013118615733130565,-0.024124929216462265,0.04555405683441728,0.022785046988735395,-0.049647894429318454,0.0013898524985456683,-0.006224885925361485,1.5851344655976262e-05,0.00011461700673345853,0.00022203055534185317,5.196276776850208e-05
0.01000178448138438,-0.016369333631409518,0.030087583559047074,-0.019605726265769403,0.03659975586210243,0.033090584222830434,-0.07035993200369366,-0.008169114182629916,0.012336164708783393,8.176568482507391e-05,0.0001967294162685052,6.345019541634547e-05,8.872655962017147e-05
0.010005692627833124,-0.022026595596727996,0.03853334899764632,-0.018111170894684177,0.0305166399858038,0.030563083129035,-0.06827413615455241,-0.013506430566508175,0.018244772333877033,0.00015908443807711057,0.0002215667401393393,7.764313306959204e-05,0.0008373385671451068
0.01000560323835313,-0.021370773706748367,0.0362727062598883,-0.018169580476234334,0.029703793438413544,0.029227666517197513,-0.06648130852545772,-0.02906711278305921,0.010376511034322973,8.838552042515534e-05,8.719350788469618e-05,2.904848647864491e-05,0.002024536528665738
0.01911232179614906,-0.0239191790558159,0.039931198293731276,-0.018536872936129378,0.028960785786935683,0.04262810258751176,-0.0951942748337124,-0.04678923152392716,0.011661319545048112,0.0002216027481245825,0.0001100109765446041,7.26152845145789e-05,0.004851471258093765
0.0955217887344246,-0.015501023061280027,0.02175558539856519,-0.013708705689409456,0.018071094703104293,0.015114726631963771,-0.04041085235985033,-0.03833091924025223,-0.005356755489379629,6.682462508810301e-06,0.00015228626923549884,5.329604943939158e-07,0.011541847126278378
0.010018158208917221,-0.021447732066790254,0.031525010689323674,-0.01730441120460053,0.023078486225793848,0.007701585307713678,-0.027701221978942585,-0.02451647994641738,0.005379027820938823,8.26665131634207e-07,0.00013677020821156995,1.5100127981268384e-05,0.009079214200237426
0.010011347750869004,-0.0215115412265725,0.030381629648326216,-0.021487005727234842,0.03025999122511619,0.01464323413371913,-0.04319448199544735,-0.020549087780531067,0.005041850017640858,2.8771297377894027e-06,8.632910758684985e-05,0.00013332491233521515,0.0073647949961852055
0.03002009351794855,-0.023740579857751225,0.029084457297479747,-0.022654589711803685,0.02685931827435333,0.03411691095409185,-0.08951324118218194,-0.00818848336234977,-0.011807784691546504,0.00020964773795889831,0.00013714927540223437,0.00011040461713574527,0.003892326561015401
0.010882414637650379,-0.027903596612431195,0.04004783521179468,-0.017778766320274496,0.01960325490846884,0.07582054788912512,-0.17854478386658373,0.0058632751468340565,-0.028941031145329345,0.00022212888212130594,6.197097034799486e-05,0.0002221793550176343,0.0012371007336120109
0.012815493515448237,-0.040649680149315845,0.07427848778295217,0.0023747656169870505,-0.012019131249177237,0.0992568500945636,-0.21497942709110426,0.013040587302330365,-0.03345988590062274,6.808111444164355e-05,9.645097669145785e-05,0.00022218841330376543,3.8366344170991076e-05
0.010087067713251912,-0.03495212338179083,0.06460576248353937,0.007170253712150902,-0.0207450617780115,0.04079542758007927,-0.0912851440456853,0.016010409063229893,-0.03813499721128175,4.2025508268899826e-05,0.0007354492845363213,0.00022216436149462464,1.1203675033391935e-05
0.010006461498176432,-0.02663094177244729,0.04672782447254285,0.0022777250152730645,-0.03990372675541287,0.02992451765303488,-0.06968081054816172,0.012542190982319304,-0.03230050580013929,1.6189042997553906e-05,0.001648096343430469,8.28630555684998e-05,7.3665711500041e-05
0.01003373779968257,-0.022585532936837422,0.03812141403633622,-0.0030996560863133667,-0.02485535827745156,0.029519456538128826,-0.06922127705275517,0.010213135682751666,-0.028101258131822935,3.99235853076867e-05,0.0029445447017342774,2.2496119120097622e-05,0.00012481350435482037
0.031276680055463205,-0.023376296901915523,0.039942834536849894,-0.007415483862075221,-0.017809661402311706,0.02841053760389219,-0.06649700652041446,0.00929201611015405,-0.026015327049789667,0.00010645244969742772,0.007124319141524434,7.5383448240626096e-06,0.00013982981058146472
0.01000171560281243,-0.03084726291413022,0.055578722733583115,-0.024287841689150224,0.041982863172210866,0.02800067542947439,-0.06481567444601755,0.010449614907462169,-0.027725415372156427,0.00015543214941439454,0.010557512856240755,1.5139248384673945e-05,0.00013076682979309084
0.010001121441359144,-0.028274670210341104,0.050531618422389464,-0.02231779542098044,0.01903035814343511,0.026506264898077475,-0.061436632936997644,0.009773578695840116,-0.026199837519231106,6.629561886063844e-06,0.011132007946993558,8.803605630327088e-06,0.00013081425481806155
0.010001025584989817,-0.031035005721712455,0.05691896411035131,-0.020466288832829516,0.004887477829835918,0.020969529228859564,-0.049029012011897063,0.015297841905999981,-0.0364208606539581,5.784475942724049e-06,0.010904953772512674,5.066294855125573e-06,0.0001376495955867516
