Node timesteps,Torque Hip 1,Torque Knee 1,Torque Hip 2,Torque Knee 2,Torque Hip 3,Torque Knee 3,Torque Hip 4,Torque Knee 4,Foot 1 lift,Foot 2 lift,Foot 3 lift,Foot 4 lift
0.08721385671737894,-0.00011188713962776533,0.00011681620411886451,-0.0007937247245783754,-0.0010388309701008104,-9.957471537279794e-05,9.600664825637476e-05,-0.0003272225970125524,0.00031221317523880696,3.915669877098982e-06,0.0013972079307498272,3.788301921539973e-06,0.0011667022716262672
0.15412554920551153,-6.215528155769173e-05,8.00160847304878e-06,-0.0021334996600431587,-0.0006234930856174436,-4.7889469089024604e-05,-1.989365098099922e-05,6.176759539402805e-05,-0.0002345608325659,7.775745705009097e-06,0.001517776436978551,6.385632811305436e-06,7.337766711577847e-05
0.10961080748644214,1.67415969224931e-05,-0.00011030853020537002,-0.002598140282053324,0.003045132467145878,-8.436074682118878e-05,8.756486812985644e-05,0.0001015964938396886,-0.0002756589293394262,3.929505864244671e-06,0.0016543177650349093,5.696214014221281e-06,8.83187649264363e-05
0.010072372814599639,0.0004908255856777514,-0.0009214777892626242,-0.0013323564244593408,0.0026381907935152187,-0.00018815345799143567,0.0004041418721514865,-3.391320753556457e-05,0.0001029985213860761,7.868387117985632e-06,8.269156974721798e-05,1.3423383665507003e-05,1.5543582330153106e-05
0.010089751139160845,0.0006937522197787305,-0.0012447831764522577,-0.0008969309262568157,0.001867536511400946,-0.00016248769108025935,0.00041885985496532157,3.709116961987087e-06,9.966032075994254e-05,0.00017642800803523476,1.134565270581385e-05,0.00012009683715970185,1.1644160962659465e-05
0.07531923546032596,0.0004134063341574004,-0.0007758627287531777,-0.0005154560656310002,0.0010348290039380735,0.00019333496487019568,-0.0011276131836751278,8.642097529822405e-06,1.1366664022479938e-05,0.0007077229419107101,7.623411787949043e-06,0.0002588131166727093,6.984571912681207e-06
0.01002348236693082,-7.741416004840603e-05,-6.672509044377855e-06,-0.0014245222234120353,0.0026058974167251234,7.434538929858753e-05,-0.0003036998475978688,-0.00011331402530733143,6.216542483307787e-05,0.0002829802183652099,1.352988932786057e-05,2.2019953897508112e-05,1.2533743916046994e-05
0.01005306689652254,-0.00023234930224266706,0.0002961668804984819,-0.003668203177919815,0.006231926003412836,5.964436329894922e-05,-0.0002712031534430078,-0.000159025096536915,0.00015600568610638305,5.1274206956954255e-06,0.0005860848146006914,8.8357267646122e-06,4.351714227251708e-05
0.042154064425068534,-8.98618316736801e-05,0.00011842969394055396,-0.0015644871052116144,-0.004131863855705104,2.8404435100645967e-05,-0.00011205764266771894,-4.133498735053795e-05,2.3880309167769285e-05,6.2473112923298196e-06,0.0027417554354378184,2.2554598239905318e-05,1.3968654072015142e-05
0.032645424784304086,2.063457872620456e-05,3.0186291150052183e-05,-0.0005262716218221984,-0.0019666634823618696,-0.00011491005754998715,0.0003058035363716514,0.0001046761411735722,-0.00013478423755990335,7.03900629972942e-06,0.002239947483309668,0.0002382126903758298,6.077589141865718e-06
