X Position,Z Position,Body Angle,Hip 1 Angle,Knee 1 Angle,Hip 2 Angle,Knee 2 Angle,Hip 3 Angle,Knee 3 Angle,Hip 4 Angle,Knee 4 Angle,X Velocity,Z Velocity,Body Velocity,Hip 1 Velocity,Knee 1 Velocity,Hip 2 Velocity,Knee 2 Velocity,Hip 3 Velocity,Knee 3 Velocity,Hip 4 Velocity,Knee 4 Velocity,GRF 1x,GRF 2x,GRF 3x,GRF 4x,GRF 1z,GRF 2z,GRF 3z,GRF 4z
-0.01522051118522015,0.23326246456497463,1.573766279017231,-0.29092828908525487,-0.7525203089644508,0.059443675284222036,-0.18475205506168393,0.0015669332122552765,0.15016392025301664,0.04564857289438686,0.14777474946556826,0.2748773506562678,-0.04377384985870625,-0.2353509951115373,3.7244034653834435,-1.5450524116226505,1.676647564396849,0.6995314941899747,0.06672176871235529,2.2499993306984956,1.5276364038764827,0.8368176267968073,-2.3445735282143283,-0.2097467109750335,0.40087699258849874,0.7558042219736824,5.00017985861121,5.717471283077692,5.013177340737906,0.8407015882627412
-0.013877126891964998,0.2330975531706528,1.5729086468099587,-0.273038744326762,-0.7598705729171006,0.06853624769576055,-0.1822131671851637,0.002220043144047375,0.16082754467938562,0.052623397006066115,0.15235577015229193,0.27352450238714904,-0.02228811163093143,-0.09695507083511491,3.585759531554218,-1.4499784266438904,2.019771124000526,0.3528101104255209,0.19850225622847734,2.1080175408028743,1.281136847799361,1.0690721824379135,-2.3967043861353536,-1.6890239779430067,0.23353739572905408,3.1992138349972095,5.000125778192003,12.498902192882262,5.006488644964149,27.13624557340633
-0.012907879731122682,0.23305328978312684,1.5728444764702192,-0.26044670147605237,-0.764863891352988,0.07605973188090129,-0.1813158601652871,0.0030863354123875004,0.16815597542851066,0.056633576220184736,0.15665477342922698,0.27243330379303954,-0.0019821709130474186,0.07016764001117307,3.5108768854978165,-1.3597528302093316,2.209991600264334,0.16096518206623367,0.288738680238157,2.0224942003720088,0.9574698176586885,1.3712951327577476,-2.7424735241061278,-0.13737578914704285,0.3573867114991245,2.5886742011305595,5.000556218055474,5.242560833007902,5.0258179108321475,13.835966505782503
-0.01248724702108978,0.23304453307289055,1.5729296938005222,-0.2550576104335545,-0.7669116176609446,0.07934818233317155,-0.18094452474448106,0.0035329577702778994,0.17128057014712209,0.05819288086647027,0.15862849464877038,0.270495614173817,-0.007752647754284949,0.03436742389368906,3.4448063197419923,-1.3063923671237985,2.1044445706775785,0.2475842034654973,0.2922245168970429,2.0021111676079353,1.0310867940388855,1.2841994110049009,-2.251180964669835,-0.21715324255164026,0.525939775784837,-0.26518713355417817,5.000161957418397,7.280704228201968,5.004098027894695,0.3437995558782219
-0.011174648602625894,0.23297133208194115,1.5727948058709285,-0.23861891487730927,-0.7730562901619424,0.08926725176132609,-0.1794662144478696,0.005003585131813414,0.1809294402182708,0.0636962929024346,0.1647363782767411,0.26531495226146495,-0.022540240646611392,-0.08703104013599412,3.27247683962024,-1.1968249914218125,1.9238362252544832,0.3776561981915102,0.3041772842636092,1.9436718536265978,1.2247512600606563,1.1538653909312695,-2.2877456785317474,-0.34437478571979296,0.5703717363440418,-0.15046504647510328,5.000113060702908,7.8926957260536135,5.0027594357904706,0.8993124091443216
-0.010239606931296531,0.23286993569521647,1.5723433682038048,-0.22718583395084954,-0.7771342181722362,0.09574448943533134,-0.17783360632315046,0.006076191791923379,0.18779349560574443,0.06834602621790223,0.16834805447211942,0.261362923581598,-0.034790729945313174,-0.16599949311546197,3.171018090091663,-1.0974617664480828,1.7136635727076068,0.5533976095877801,0.2979296209054657,1.9263283117172998,1.3992017047973389,0.8514504883359886,-2.5447740317078655,0.17568554613529308,0.5955295066134028,0.002321734909973266,5.000502509225467,5.382330729414833,5.0049507854011495,0.011588982150125975
-0.009837523465425872,0.23281787099615472,1.572196003506198,-0.22234371884869633,-0.778762739396767,0.09797725056000758,-0.17659147102023612,0.006557996834808296,0.19073453509440386,0.0702603028567018,0.1698894018203952,0.2588042289720485,-0.031317390444310915,-0.10568960584276811,3.08400612892809,-1.0200922191669515,1.4791410729926968,0.7576420635371496,0.3317995024140536,1.8702145075261696,1.1859710927330778,1.0384760478871082,-2.251498703653561,-0.02134695229541883,0.38587218197331263,2.491532414931203,5.000146321408334,8.42953128564478,5.001822165121735,14.542893298996631
-0.008578894313589916,0.23269623560347147,1.5715762271506384,-0.20780239055574715,-0.7832636570073578,0.10550454436500846,-0.17323913821872414,0.008482639781322564,0.19951728354405238,0.0752413727967844,0.17571793535167385,0.2548338971664588,-0.01883856056021343,-0.13759342383076845,2.8578317012554613,-0.8129211942992417,1.5434963558851842,0.6595381852603195,0.44976506582661485,1.7203058539887364,0.8357128784022366,1.3493593756122146,-2.0028739023654194,-1.1219748736660216,0.4877111229455695,1.6297082725668761,5.000103982195847,14.015660313822906,5.000963362877623,9.409855066810495
-0.007680308582026395,0.23264254881701937,1.5711023991855055,-0.1979156790808451,-0.7858578255909289,0.11077932474809571,-0.17074540713389885,0.010207485006628365,0.20546101361140948,0.07769029017155912,0.18095671637811775,0.25123511440718527,-0.011664992349494181,-0.12419705512025575,2.714151322582551,-0.6460172047992249,1.4013208939193271,0.7707005495965994,0.5196470396165158,1.630400348165349,0.5375455435349846,1.6060174517138142,-2.592324999931528,0.6693870694496193,0.42870945480821354,2.7263749010244687,5.000470824784331,5.138630294030899,5.002141760475472,14.847378744475662
-0.007297917887482053,0.2326069563013129,1.570942736935361,-0.1938217179345496,-0.7867787785245267,0.1119810261167803,-0.16867232087001247,0.011013626936986518,0.20792788419136676,0.07837302180891954,0.18353939472140757,0.2452485091471572,-0.022745543097236847,-0.1388907793122723,2.5832169448478584,-0.546425964607611,0.727337056273124,1.3701690864221834,0.5598278675898883,1.5383666933135354,0.3495965808604158,1.7415469648954887,-2.155937140918301,1.4664143581767461,0.3394774553385782,0.9621036325261205,5.0001369985383715,5.035287881628077,5.001009516676124,0.9702964104020944
