Node timesteps,Torque Hip 1,Torque Knee 1,Torque Hip 2,Torque Knee 2,Torque Hip 3,Torque Knee 3,Torque Hip 4,Torque Knee 4
0.01,-0.4094586352776687,-0.29846870933510167,-0.33245153970066604,0.00548471352957402,0.7095850304063375,-1.3777428594917203,0.031297585531972524,-0.09978744621711066
0.01,-0.28271374205128114,-0.15780513308820757,-0.2731125821649635,-0.063784462050478,-0.09089159329642278,0.37748351636289007,0.3137236553217212,-0.8826580790885707
0.01,-0.1377886665027318,-0.04947739924335346,-0.14489215752134288,-0.015311678494168498,-0.04205773129406654,0.04203493284016962,0.3752242378649747,-0.8144040613533127
0.01,-0.028172891921998826,0.02462601304626621,-0.029242979042677798,-0.0072963642722173195,-0.0752796932209592,0.048185234843374065,0.3482960289475054,-0.6611587214520417
0.01832676029225631,0.14214500400420524,-0.22098031339717703,0.12831847273918004,-0.003854712126012188,-0.12496039386198457,-0.016011091521704622,0.23301462837138526,-0.5067818931321751
0.01,-0.011606270371746137,0.04454249851779011,0.20197862351575496,0.0468732831465056,-0.1382351482112706,-0.009505272913439097,0.1588789002565326,-0.2945548194862392
0.01,-0.6519991770723625,-0.2449671660564339,0.24076170327855959,-0.8306496769839331,-0.2942522534404286,0.03943214343086918,0.08504882928209691,-0.3341925366955788
0.01,-0.36357777489257215,-0.3267209592960596,0.07372895058222584,-0.11907673805554352,-0.21340074296084124,0.03818738791753651,0.16707812994666243,-0.3092009594947668
0.01,-0.2931971315610836,-0.06935278996231836,0.0677541520481223,-0.06814986643464296,-0.20626729251131232,0.05784022231055977,0.20287443347589562,-0.35085929204224986
0.01,-0.1931390639135933,-0.039825766277877934,0.08432521198841757,-0.07636578601186195,-0.20312601832307334,0.09068412894892056,0.2548313032711859,-0.4347201470219196
0.01,-0.19071552265114883,0.008226523530346667,0.10882128480154427,-0.11996378771512539,-0.2043494788969,0.13254036094865104,0.323310115070201,-0.5666549115721177
0.01,-0.2529611434295547,-0.02547781982434306,0.08672646574105332,-0.11138310468784914,-0.22601204965059726,0.12688944975584243,0.2018607733288034,-0.2504663364883482
0.01,-0.53103744935149,-0.16794583685880848,-0.15371699173383832,-0.14503259845203167,-0.378608632507472,-0.4727338058662997,-0.06681343148949061,0.019807255429092594
0.01,-0.5780430175484608,-0.10348818459517792,-0.09597992164368588,-0.24190144774179245,-0.33375980318479115,-0.38882626964891587,-0.19949747176377447,0.006000526689595786
0.01,-0.5668094146074923,0.00935723766778882,0.026093729207100437,-0.3891956680894648,-0.2696407686978848,-0.1688590842103663,-0.17930554534657125,0.06903296349738339
0.01,-0.48302075445721254,0.025958345453246264,0.1578655872243452,-0.5276452187234792,-0.17564209666260178,-0.01595875127938335,-0.12345526882823346,0.07115786398703088
0.01,-0.3103201677906284,-0.08134172694049188,0.23405026878539392,-0.4909782105501019,-0.04502495610842691,0.015778522748330522,-0.03668108406958687,0.03220892615912756
0.01,0.19145129628371177,-0.6633742887995415,0.4089798773735419,0.004416232520150102,0.20922018920321764,-0.02075388361557765,0.19817642173734643,-0.10169217246081122
0.01,-0.13975843101071275,0.47117620229741625,0.3841184288541487,0.38865363387465773,0.1837161140126471,-0.019018671790782874,0.1534009823172426,-0.16479098060275243
0.011673574109762013,0.01805848637347866,0.2675360994513876,0.3648834591883641,0.10000044537138464,0.1275093553093318,0.363799693020252,0.30490828740598186,-0.27613108602427866
0.01,0.02737779061409871,0.19191611815457724,0.3032685752225097,0.09813000150830518,0.22074826294433933,0.168221671131617,0.17147923639424176,-0.12147172968214837
0.01,0.051706020622623666,0.1363843883776501,0.28160492567177103,0.08037294499739733,0.3017846180179124,0.12785207261380122,0.10429749453808673,0.00890273696579618
0.01,0.01115936405314912,0.09909865409849913,0.22093077074601278,0.0784292526507919,0.4755434196293265,-0.7731150511268953,-0.16543268049391943,0.09901940854141651
0.01,0.01618628460839305,0.09891129754250619,0.20804773159274192,0.059859841181965474,0.460065527514151,-0.8328813573048705,-0.353052238246395,-0.08961441793890931
0.01,0.03461749427036851,0.10357458061696703,0.20541806484890415,0.0697769753336687,0.48457712629374966,-0.846849407132998,-0.35205874547870425,-0.05147372616885266
0.01,0.0604601888031287,0.09744223165309672,0.19925826670627367,0.07600470277929483,0.5124967205162799,-0.860339481544004,-0.2906032919721669,-0.08455568718066905
0.01,0.050972480930962474,-0.23208476281854354,0.12813105838088476,0.05593805857737036,-0.1322730684157886,0.14455269491531697,-0.24127342960007014,-0.22987836504091386
0.01,0.047562199540300956,-0.0895838513291675,0.06036070605212274,0.046357045056216566,-0.21703353467409384,-0.13564818811093898,-0.11214870077834542,-0.21176433920276536
0.01,0.09713572219006077,0.05883640353931088,0.028834587044403417,0.030280053113092408,-0.09911275973281673,0.0324789531822331,0.0636535084166239,-0.03143813039543565
0.01,-0.1519940446629974,0.5335281947341274,0.11407846736485738,-0.02837954105850758,0.011325664475861303,0.09053286890481704,0.2482126116564043,-0.023913198381888132
0.01,0.07822239518719505,0.294131597484822,0.02049961302814483,-0.17024568207391427,0.19648890478736117,0.1039513724354461,0.4786911218044781,-0.4828728931820217
0.01,0.05911549838663037,-0.2392503704910607,-0.16776052417528672,-0.19115170097657816,0.2520325755634923,0.04281878702407459,0.2970635785011724,-0.010641629960626073
0.01,0.09791409235234434,-0.12772993842442698,-0.20787967313559663,-0.23206602521743105,0.45618633998207614,-0.3061542852081199,0.05417878140780684,0.1781512423171501
0.01,0.011177199447393758,0.008765422383580837,-0.34706539878015097,-0.10417701906090034,0.42044692337729656,-0.5845809840957055,-1.2732358344459835,-0.2721236358791727
0.01,0.07165386358112198,0.1478511304602472,-0.3282843851236382,-0.09563765224292632,0.3295963888005277,-0.38617662205159126,-0.9794031849998027,-0.2040125756896698
0.01,-0.316656640767852,0.5114310072916792,-0.14392520861238864,-0.06679127348587487,0.2561058594253259,-0.4767894822199725,-0.7833974645253908,-0.2231350880726148
0.01,0.016552976060303808,0.16510187632391013,-0.18085218435143458,-0.0373759334993876,0.20466923735209025,-0.22819901694413774,-0.4618332618306795,-0.13947945378975823
0.01,0.06688452524043505,0.030958755445528244,-0.14992725508999047,-0.0220867020292725,0.10609647187906085,-0.014748437709830286,-0.24968934593803446,-0.046942628191934815
