X Position,Y Position,Z Position,Body Angle x,Body Angle y,Body Angle z,Hip 1 Angle,Knee 1 Angle,Hip 2 Angle,Knee 2 Angle,Hip 3 Angle,Knee 3 Angle,Hip 4 Angle,Knee 4 Angle,X Velocity,Z Velocity,Body Velocity x,Body Velocity y,Body Velocity z,Hip 1 Velocity,Knee 1 Velocity,Hip 2 Velocity,Knee 2 Velocity,Hip 3 Velocity,Knee 3 Velocity,Hip 4 Velocity,Knee 4 Velocity,GRF 1x,GRF 2x,GRF 3x,GRF 4x,GRF 1y,GRF 2y,GRF 3y,GRF 4y,GRF 1z,GRF 2z,GRF 3z,GRF 4z
-0.024144248102324288,-0.024144248102324288,0.2264418371066401,0.004486201046413485,0.014341201660602383,0.06863611322361729,0.6595738071185515,0.7856163922585129,-0.30121088972385307,0.12067688181786003,0.1174836620456047,-0.07161308778894802,-0.04370467507888167,-0.14370604150591626,0.013480107680083578,-0.03274659342334262,-0.20736436911202155,-0.05823540628408125,-0.0065564349283909786,-0.490759972905116,0.79260266236156,0.8788833228061042,-0.7576544657120783,1.8452080975511005,-2.4682374312323496,-0.03108512789831768,0.13039293101206176,-1.1377528141500535,4.442378827140729,2.3394126739440204,-7.075379125289472,4.834138679821796,-6.533358461801126,-3.4127198979561246,0.09301325645411454,5.0002570927235945,7.929902981790199,5.001029987913857,7.131607114838703
-0.024108662615225616,-0.024108662615225616,0.226442531838072,0.0038374901363741575,0.014289317679693247,0.06865228707245233,0.6586799661232712,0.7869346923284769,-0.30078276881068483,0.11991926281752029,0.12022310664954068,-0.07535098249622413,-0.043292081625456176,-0.14460027120704416,0.02285290172660237,-0.00665507291572434,-0.3599502179452837,-0.060107873233471956,-0.004048219033952423,-0.6452268068870564,0.8519465775268728,0.38136546561337287,-0.5433881061015335,1.7756724582237005,-2.485248913161683,0.1273752549863393,-0.3045871666726227,-0.08660799335078427,-1.0689136567562016,1.4797336470129738,4.464911313027635,4.99575822816824,-2.8819372948718236,1.6047120580520966,9.539252550854325,5.000295292884716,40.646947648540824,5.000324149083587,38.62086605737492
-0.02399059973417945,-0.02399059973417945,0.22635487823744133,0.002488690860974039,0.013707242672988385,0.06850678521385782,0.6547366933371197,0.7911331017265394,-0.29791224343263356,0.1164870238804203,0.12911189151079586,-0.08844513591473295,-0.04393282821267328,-0.1440243795491981,0.026526189555670827,-0.020616758630623976,-0.2666308979375312,-0.15816229542364174,-0.04008618607153397,-0.9208662318274979,0.8617135661680119,0.6932856127246624,-0.8457609907259939,1.8611629128333884,-2.8239167911895846,-0.2521211162673265,0.20721513963733484,-0.25225303103946506,5.380913076055965,1.794301768371808,0.10566433347879195,4.9835787757112335,-4.298818268384083,4.628038862249527,3.591797338339594,5.000099241160444,6.890108088955782,5.00014383972729,3.6152382318162424
-0.02388493065121227,-0.02388493065121227,0.22631244386148788,0.00122730074800226,0.013130336424010233,0.06840548232234439,0.651362731936505,0.7942034717613797,-0.2956059260898737,0.11316396009559082,0.13587618796964485,-0.09869886005144014,-0.04453291860184296,-0.14453351570813494,0.03361649573773585,0.0011848659892837892,-0.48378894260670147,-0.15663622052993167,-0.008958487028068365,-0.956693075694991,0.867636529859184,0.5547776297920219,-1.0197691164405096,1.9533369313488198,-2.9327836118273973,-0.014031669364139618,-0.6686413699513948,-0.5343146869531871,-6.1921764331515305,1.3045460516522576,7.6910387950900905,4.963230344086376,-2.2907743485098564,2.8776514187103306,-9.157365687034513,5.000575453827845,64.41904465026603,5.000521583382573,83.19738313471582
-0.023826320999597046,-0.023826320999597046,0.22631036933090287,0.0006321979714267764,0.01279596942821614,0.06834143556188424,0.6495137140068431,0.7956193943032257,-0.294996605284679,0.11201367905992074,0.13874688830283058,-0.10338173670345167,-0.04498536297508168,-0.14458673857913695,0.03502050844699287,-0.006190430495603113,-0.3957032596010265,-0.19813263252034558,-0.028526171165933204,-1.0650934595420356,0.8592363087990921,0.696723455778247,-1.0065028683989252,1.948245428672356,-3.058029273485895,-0.24712109844358193,-0.08255893466314351,0.6658176085169216,6.639431339986721,1.477078758208055,2.505583519794274,4.951871314666372,-0.823823952180038,4.769513913878102,6.0410814485969935,5.000102650293879,6.694507496680081,5.000267263896508,6.546417999583696
-0.023673738454200052,-0.023673738454200052,0.22625057560239636,-0.0015477073600780502,0.011943057401121341,0.06830373932432125,0.6453847819841786,0.7992371957866866,-0.28855823432892314,0.10416618655278301,0.14921984011036674,-0.11886164407987271,-0.045714851419675746,-0.1457102020226179,0.030996208567286593,-0.011142599778599313,-0.5030851388248124,-0.17383622548065575,-0.0017115498353791829,-0.7574364255095252,0.6554361912267138,1.6717217281799563,-2.0142357217270517,2.238819079741471,-3.2479181294822568,-0.08330719603653222,-0.37180515029169325,0.19393464344517317,3.400225385320297,1.7024590555093613,3.056644851372039,4.994859535411905,-5.176201230589565,4.300039471561274,-1.9736135676675577,5.0000753531452675,18.5717731405622,5.0001402345416075,29.486279679283037
-0.023547530095722278,-0.023547530095722278,0.22624515752584917,-0.0035228335801120534,0.011220992894602358,0.06824715718160353,0.6423073951957976,0.8015181862140228,-0.2828564634825271,0.09676518457796023,0.15703654792508281,-0.1305601108572085,-0.04598662129312645,-0.147377971236194,0.04205288256936826,0.011808011974215268,-0.6141375212888325,-0.24538322250716618,-0.03795987525088333,-1.0479468102466367,0.6492435899737166,1.4034800866703523,-2.058586952416605,2.1178055496387937,-3.334569957204797,-0.08691230452209485,-0.5653840647784759,1.542197633106311,-0.5657895548752769,1.4508066135154944,4.3804397106868365,4.748099316349601,-2.2110729148708526,4.77290558494625,25.803811819523546,5.000297558241249,57.651406208531284,5.000646741186226,26.184690232429848
-0.02348753062854335,-0.02348753062854335,0.22624754561995628,-0.004328599855919554,0.010908742469672224,0.06817457988538775,0.6409480088532186,0.8024147329076795,-0.2799724600271085,0.09323733202288836,0.16042911053039186,-0.13574928010126625,-0.046092141422554016,-0.14780803324440603,0.03988732130377897,0.0013427561427184218,-0.531037382094417,-0.23903507206375896,-0.04848058764943919,-0.900032776675239,0.5069966565004641,1.812873398476233,-2.2008237051691597,2.183377465659045,-3.4362970687887664,-0.14066153752034938,-0.2682007026370535,2.3583618038877776,7.078027529073657,1.1900443867812665,1.7192231063303245,4.40654043035287,0.37450220157653835,4.853027057541931,5.307175003652564,5.000046872866017,7.092782349990321,5.000147493001852,5.5817130164418085
-0.023279499811270483,-0.023279499811270483,0.22624443833478275,-0.00710989566962306,0.009205192402938564,0.06793754282683508,0.6364046041178751,0.8037514410825682,-0.27108431042108655,0.0814507703035131,0.17118164810665534,-0.15384899586781742,-0.04777656979510776,-0.1491697815235319,0.04413797092911383,-0.0036391949749707544,-0.6049973307640619,-0.4486285136562315,-0.04420119961217201,-0.9196359253490062,0.03178668657039185,1.9298467635809733,-2.9453736876635905,2.226074977423471,-3.9339460561837294,-0.5270617781796326,-0.31713270744239935,2.418823031284375,0.6264066421626229,2.2799006136393554,-0.546595269543235,4.37502631404546,-5.37360852258178,-1.7591326852876432,2.115795828044822,5.000032099026366,31.881670362900323,5.000077238178846,5.0013025153944
-0.023122479986375788,-0.023122479986375788,0.22621922269935835,-0.009356500677600986,0.007387296619753684,0.06780950761569475,0.633315373451737,0.8032132756799368,-0.2634280628932146,0.0681206714388044,0.17925372871692616,-0.16834906879773795,-0.05003096590848428,-0.15052709370080092,0.043836397090431564,-0.01110450124451139,-0.660808031522893,-0.5712820043245022,-0.025773352898083593,-0.8020440409760997,-0.3385655183780338,2.4428405651325904,-4.739023622715317,2.3312682443785224,-4.223938454206885,-0.7323527249050529,-0.46287824391845867,2.137282982005492,0.9620168439379564,1.9043344969414195,0.903347442840359,4.516733570727874,0.09122704440773188,4.00246957447493,-0.7904122111722802,5.00006705088657,0.9671470508692033,5.00025099409591,5.008580010880011
