Node timesteps,Torque Hip 1,Torque Knee 1,Torque Hip 2,Torque Knee 2,Torque Hip 3,Torque Knee 3,Torque Hip 4,Torque Knee 4
0.2993476753340509,-0.0013296612174891914,0.0014216960817554638,-0.0024340452980900593,0.0036309385134746866,-0.0009856085061333557,0.0023296283962780757,-0.0007062370250058005,0.0003267171182851914
0.010004575935164378,-0.0025515855990397283,0.0034589373918054666,-0.002155861318722022,0.002688709510480025,-0.007547376538939738,0.015524082817149511,-0.0004328288116295201,-0.0007263008591471174
0.24145765625408558,-0.00022069742654873013,0.00034771661986190825,-0.00016248443542173367,0.00023371653858691275,-0.0008458054469768428,0.0015578861611682234,0.0037907707425172943,-0.0007428033106399479
0.2998837403836014,0.00019770695818840982,-0.00030870726136494967,0.00015370891076054843,-0.0002225289115137529,0.0008785208338422106,-0.001574402151161379,0.0002447275516468565,-0.0004036582565215752
0.010586784491940011,-0.0007366823851568231,0.0013151285062412618,-0.0005696257053493097,0.0009878799094095822,-0.0008737441489509438,0.0015801737415116006,-0.0035602212881770184,0.006840995188977168
0.01107641426793444,-0.000484569729664459,0.0008832247473262234,-0.0003744865888692341,0.0006675851038807718,-0.0004473441846968316,0.0008082915974991694,-0.0024760079046345232,0.004780472564345761
0.010883720145337991,-0.00031925319705985907,0.0005955144649528417,-0.00025222830112863663,0.000464198927171227,-0.00038793909427475994,0.0007277906921133812,-0.001678378492336189,0.003255034244913282
0.010827684837271583,-0.00019619919024585985,0.00038065385233042776,-0.00017734819815347293,0.00034356566030530067,-0.00028326677794827,0.000549375794826139,-0.0011594952757946655,0.002265268256699801
0.010861289909950387,-0.00013410353037801747,0.000278482397007081,-8.275767837020297e-05,0.00017797413292842907,-0.00016759868432313294,0.0003427031980447705,-0.0008018265730864262,0.0015845810463520097
0.010881397933786664,-7.533106930588993e-05,0.00017672881705398907,-3.839614324307956e-05,0.00010457567144011471,-0.00010136536840375767,0.00022654981197264438,-0.0005483668588215765,0.00110182659657407
0.011057062803751199,4.8524392731446795e-05,-5.814072107500658e-05,-0.0001317059662042111,0.0002939706790837449,-6.171675851428059e-05,0.0001564340287276362,-0.00037318898192386773,0.0007663197798962984
0.021076455178409982,-9.167475167172796e-05,0.0002259827360489764,0.00021408200975401516,-0.00037099746475447164,-2.3612205682164524e-05,9.26327380587338e-05,-0.00019776115200455854,0.0004337404332080313
0.04119656504864998,0.0002418273810757413,-0.00041646047971110353,-0.00019766961247777415,0.00044201911059337407,1.9742898037072726e-05,1.7637966308173388e-05,-4.313404347459162e-05,0.00014091565144722565
0.027216910456323497,0.0012684585958169041,-0.002371542101769461,-0.0006525417292100004,0.0013807609823711174,5.289016686452882e-05,1.0800522225478725e-06,0.00012092052547148368,-0.0001317382961275925
0.22406551312636921,0.0008843389904551086,-0.009946758272691739,8.701703235957003e-05,-7.218915845674342e-05,8.57986130799598e-05,-7.022536963770094e-05,0.00027889003615543353,-0.00044791329052128236
0.28917803609172227,-0.00012536305806361338,0.0001119632593095261,-0.0007160471605375015,0.0004840337511669792,0.0002952923056682297,-0.0007115564085431407,-4.021441444320541e-05,-5.5051716248739286e-05
0.13056401159329736,-0.003376141902688758,-0.0025884488636672936,-0.0007175232211106589,0.0008931474290569281,-0.0013207921229299868,0.002077260826982248,-0.0007073551561915464,0.0008760211968358662
0.14052259774151327,-0.0006374124863596997,0.0009914586997813637,-0.0007355084177198876,0.0011838604357103121,-0.00015122408481236984,4.227035181850295e-05,-0.00015456463833712393,4.8903459862768886e-05
0.19942005430276022,-0.0002897201202540207,-0.0001882827765829127,-0.004250409172777868,0.005248646372546512,-0.0006937991310326131,0.0006037244912289858,-0.00044306452595630646,0.00011247075663259759
0.10599823324842313,-2.6951535510476254e-05,4.777156269635939e-05,-4.4674919984063776e-05,8.037290401775324e-05,2.735460337960563e-05,-5.899774577790323e-05,-1.499192719633632e-05,2.4389175553198223e-05
