X Position,Y Position,Z Position,Body Angle x,Body Angle y,Body Angle z,Hip 1 Angle,Knee 1 Angle,Hip 2 Angle,Knee 2 Angle,Hip 3 Angle,Knee 3 Angle,Hip 4 Angle,Knee 4 Angle,m.tt
0.018005717514769124,-0.0007656997515437008,0.22214922396696443,0.008250753513819702,-0.031012007778294333,-0.000699431381645113,-0.41542616889695105,0.05973386501947302,-0.23331800442312625,0.30927651039519827,0.5224226136208318,-0.08214769755590896,0.047327070621563466,-0.5948354654659153,0.00420469268791912
0.019301390378528047,-0.0007864412348148892,0.22222384019515007,0.008764995362790186,-0.032794466924337226,-0.0007675903779018732,-0.4048933401728216,0.082723420909136,-0.23722805866887758,0.3002417035827001,0.5227161726745313,-0.09474207444652355,0.04011871631214212,-0.6011376770097371,0.001550785229320617
0.02334305087917953,-0.0008035912829003188,0.22236855538516193,0.01002617988358794,-0.03794766411498341,-0.0013499760264715388,-0.37101257637899454,0.15586737697821226,-0.24820905689564804,0.2721864329306969,0.522817226274578,-0.13287690712773062,0.018479418649121015,-0.6205255549519213,0.004899848285169206
0.026221951985227226,-0.0007696132563892046,0.22238693806050588,0.010589599072755284,-0.041233475967306435,-0.0021183779870477806,-0.3458787073281428,0.2093772991912161,-0.25481661281095325,0.25220177539358785,0.5221670843367283,-0.159019787667138,0.0038924666931110584,-0.6341416567301773,0.003551139915273893
0.027467763458216606,-0.0007412465380741882,0.2223711516353798,0.010706624159798145,-0.04254204876388658,-0.0025250412806458217,-0.3348017441822449,0.23303967073288734,-0.25740964905885544,0.2436282979059988,0.5218285852414091,-0.17013394487645617,-0.0023840758114478692,-0.6397552062320584,0.0015516958691028648
0.03136699145263786,-0.0005864563222754159,0.22221687418329897,0.010250202620701185,-0.04608648921827417,-0.003864721572254108,-0.2999013324665181,0.31022341834555056,-0.2650721987462345,0.21764104000133405,0.5217173564585801,-0.204742654294086,-0.023646012996058844,-0.6541457415595207,0.0049027255351523635
0.034156700010778536,-0.0004120181010741244,0.2220053815331682,0.009131332296349439,-0.04810196471897741,-0.004889363120346355,-0.27465911120659214,0.36846017136321535,-0.2700762380893223,0.19975669179336494,0.5225884107493078,-0.22941316420304955,-0.040396209389834487,-0.6614181398648199,0.003553225187442166
0.03536332904647167,-0.0003215647357345804,0.2218931741253963,0.008459716022949629,-0.04881809247232926,-0.005356689269650896,-0.2630784054255437,0.39298553091830024,-0.27231983329596965,0.19245640652603208,0.5230904587207086,-0.2399202208493261,-0.04777656310094396,-0.6651742748951819,0.00155052389952548
0.03913534802435793,1.0440366551255957e-05,0.22154040251115,0.005711395211340896,-0.05026249495667687,-0.0068890387213833915,-0.21929791148175395,0.4536649884717472,-0.28157158165224416,0.17345977091644152,0.5238252410806465,-0.2706915932546102,-0.07245979450150491,-0.6725254654447924,0.004899022589693658
0.04182650935503005,0.00029572955947030374,0.2212849659126599,0.0031578306756871962,-0.050536186525879406,-0.008051851267015447,-0.1806869683165883,0.4816619039946931,-0.2902972286808948,0.16351468036661862,0.523593689654787,-0.2906895064390933,-0.09148391670055836,-0.6743555951300132,0.0035505414967111903
0.04300298979351508,0.00042933363150998943,0.22116582096031173,0.0019571067617724157,-0.05048226724088259,-0.008603645541000652,-0.1631400331365092,0.49085361216212114,-0.29455059015464835,0.1599448268110807,0.523313735850759,-0.2990204710326694,-0.10004791938215768,-0.6741642675728918,0.0015505190954412384
0.04684394208643352,0.0008532305833616316,0.22068175438854254,-0.0016583528554072861,-0.0499791530089366,-0.010722269321015098,-0.11539400672999796,0.5186494410238592,-0.3090972981188835,0.14957790120563674,0.5220120419632276,-0.3258561550447444,-0.12808700047834004,-0.6710747791463522,0.004899007410750222
0.04974432176736549,0.0011588327467358728,0.22022800527975717,-0.004092672692591631,-0.04934252045271462,-0.01259092148779517,-0.0881231212535425,0.5376406870409891,-0.3207119333098206,0.14284032613285155,0.5207042911934096,-0.34590373273677755,-0.14939241069166234,-0.6674315769260256,0.0035505304958496353
0.05102792361541038,0.0012959706744021492,0.22000006848906997,-0.005166279757746157,-0.048966932736499276,-0.013436215919455607,-0.0773143117773962,0.5459968575775243,-0.3263076613398317,0.14044278952441996,0.5201860797812129,-0.3547309151226329,-0.15883378356074587,-0.6656591308967386,0.0015505217956901518
0.0550280674230278,0.0017895090563085077,0.21913814393973108,-0.009126413829096566,-0.047055286861275546,-0.015782814449365676,-0.03989536687354689,0.5758986768482863,-0.348227802124583,0.13833553564248224,0.5199870676967809,-0.3818784841249735,-0.18792091329158098,-0.6591279214028082,0.00489901594243225
0.05787388278168663,0.0022047933489876196,0.21837652217760847,-0.012527438520330069,-0.044964483988896235,-0.01719124695860862,-0.009628437984393591,0.60090215223478,-0.3681245528475987,0.14195030058899358,0.5212196123610237,-0.4008547847673883,-0.20822636232853992,-0.6535644592889676,0.0035505366791435122
0.05910335409944302,0.0023990118600672053,0.21801357325412443,-0.014123590166977715,-0.04389472109054315,-0.01775434255395732,0.004364374922498154,0.6119544842512052,-0.37743641307048614,0.14442209020834385,0.5219257202016291,-0.4088748998431862,-0.21692711967355394,-0.650927359110149,0.001550521769342339
0.06294108500688893,0.0030415702678739513,0.2168013196051414,-0.019401331390329908,-0.0402032020358128,-0.01947995321234196,0.051118171325961546,0.6405903337208046,-0.4054375077704763,0.15165401494310263,0.5231268909777234,-0.43246715792052787,-0.24431008062284684,-0.6417353567029755,0.004899015859185951
0.06567834821330222,0.0035360120806573474,0.21586060276502844,-0.023412217142499518,-0.03722690508335522,-0.020713127720677026,0.08743650851222322,0.6552764194607089,-0.42442217910553404,0.15642518599804772,0.5229908531259227,-0.4478824296334525,-0.2639826720223878,-0.6343949982284557,0.0035505366188104404
0.06685214242803209,0.0037634736370947774,0.21543858690578538,-0.02523116825160252,-0.03565856581933134,-0.021243917038795412,0.10379387188509606,0.6609849667039236,-0.4326419987268882,0.15906831342031003,0.5230296231835918,-0.4554133416695556,-0.271591957201906,-0.6315483527723246,0.0015505229755072847
0.07036162485135325,0.00454906257966636,0.21413733145297628,-0.031520596931130615,-0.027892976206996732,-0.02268622416081453,0.15658699520147684,0.6841612473435492,-0.46045652467574333,0.17553742255828556,0.5232749596449362,-0.4718820955074847,-0.2827697599319192,-0.6291834520134407,0.004899019670171256
