Node timesteps,Torque Hip 1,Torque Knee 1,Torque Hip 2,Torque Knee 2,Torque Hip 3,Torque Knee 3,Torque Hip 4,Torque Knee 4
0.01,2.2251244779310704,0.9648421807709895,0.13829478939097747,-0.4699649010849562,-0.4898577567007684,0.7704020796576642,-0.4235547072842175,0.24139847771629616
0.010000000655374488,0.018604514842037373,-0.036869149795661804,0.2875097720854778,0.05069639469592431,0.16940408719279115,0.5620434148314531,0.0995755998180315,0.5525488650380579
0.010000002541816433,0.366727369674246,0.050726204621718216,0.5128580565699132,0.10592073073803544,0.022749197289892917,0.6971289843929277,0.2637882629942886,0.7076931114968936
0.010000000734387825,-0.4489502686810878,-0.6735641938308337,0.3607093039905031,0.01571158694981796,0.32715171013763916,0.7359191410240935,0.4178403553301028,0.7628896341691679
0.010000006005528765,0.11738598456755413,-0.011231343688460722,0.16211257395576742,-0.17078978076887694,0.1567357948378016,0.7337225410062841,0.41471375714417047,0.7106124769717134
0.010000003854168948,-0.12374649310974094,-0.06103245188285994,0.28101128484952265,-0.11809440327269184,0.336132199855815,0.7401735192419988,0.03854592351946298,0.64962257035251
0.010000001576409602,-1.1288404515385237,-0.2944206827520162,0.4842817482330253,-0.04452114707289682,0.16471724136814803,0.7972338053393482,0.1159339484210909,0.12763794674109627
0.0300001050469451,3.747754627848412,-1.260950977977548,0.635054293837378,0.17191041821676892,1.0659181411760927,3.8116281203005533,-1.5566483760396184,-0.6054133139939838
0.01,1.3240662226034232,-1.588251118603279,-0.6198663173502321,-2.923486532159482,-0.9666920999162476,-0.0829877219233005,5.862322324813675,1.9092050496874007
0.01,2.1904706521273374,-1.9677703917898444,0.6806257482128507,-0.026821358704585196,-2.9490640961469214,0.14414983572450824,-4.622339495097644,-1.3919531107577305
0.01,-0.13526826602422282,-0.5447835699605291,-0.42871700263463447,-0.746760194602196,-0.29885461253277895,-0.04354240661928877,1.4785247280084248,0.4137554652698149
0.01,-0.26281513339009555,-0.7197985828519329,-0.20964051826536795,-0.7718083922833588,-0.7228354404404133,-0.1431118749790623,1.7661652138582355,0.49557884857163276
0.01,-0.47963029947206265,-0.718321930656417,-0.27252883369114844,-0.735409969162814,-0.015738747238196044,-0.04513699699727181,0.030810457323036992,0.005730397092444665
0.01,-0.3054679750984041,-0.7682932734553705,-0.25507599810438236,-0.7497400675954453,-0.9381377212543979,-0.16811484286639253,1.0154273907154108,0.4939411510281665
0.09999994488062759,-0.5233498834049176,-0.7531349764063126,0.3775674979541785,0.18058578574423467,-0.3284202851562183,0.13270343756524774,0.07471464036475492,0.036599278378499175
0.01,0.41819986029565326,-0.12442542718702365,-6.674927451551363,-2.5732639871836365,1.508233637894203,6.864630974362453,-4.466266284046341,2.482121152134563
0.01,-0.4833104015814606,-0.5893690059270581,4.006826239216378,1.2110696419545828,-0.16619098165715526,0.3574533217183533,-0.5556183315034313,-0.2421350100857336
0.01,0.14193967125271814,-0.2813858504294306,-2.7791457153491725,-0.8494566362321435,0.35305642495484224,0.7673300851336636,0.24843214780783027,0.735476426382516
0.01,0.6325567470895641,0.016244361445818187,-0.3689427354560611,-0.11190399674598005,0.24855675440618222,0.6829968872813615,0.07144251977320698,0.5266321150843947
0.01,-0.1875006004845025,-0.5799022263444226,0.3769532813551599,0.1251149284332632,-0.5098118120990203,0.03696099014824567,-0.5537496961585985,-0.22577273644952128
0.01,-0.07333112104115379,-0.5907518688190192,-0.5177622134250058,-0.19342013952732323,-0.7523628563118268,0.05024070046413887,-0.2881168630305446,-0.09632366391502208
0.01,-1.4110640663338978,-4.504273887546739,1.6735560328714372,0.6167782467931192,0.17176265695221524,0.08678095243186175,-4.977704428485154,-1.8055409300068137
0.01,-0.09324199036129674,-0.6857579586104293,-0.13248247730188129,-0.771288416347398,1.3854100906099642,-0.01302759264507279,-6.404761004622994,0.8362874882503154
0.01,0.09665510034561192,-0.4075724655969323,-0.3900966550968034,-0.6221295629884126,1.588869172320155,0.4806809250845643,-0.7916338257272866,-0.001157402296277655
0.01,-0.06661351856558634,-0.5512028177809941,-0.3490129681292576,-0.7658328219178182,-0.37075348634645894,-0.10601731609075404,-0.044405918210372035,0.05431734786240164
0.01,-0.2115506163903384,-0.7243220764489917,-0.4291301199588248,-0.7082981831708648,0.759820792158302,0.7269562628231617,-0.407727610294061,-0.22487162847396625
0.01,-0.21835134131336517,-0.6791824578392986,-0.39390538868842295,-0.773865077078981,-0.39757969640786023,-0.09886654556411568,0.02829169113889396,-0.009687682040729765
0.010000004168963853,-0.024864842513210066,-0.7176673220601453,-0.48358972817810464,-0.7485310974623588,0.7929989058436041,0.32592789504010033,-0.2754689573724598,-0.08723011232385107
0.01,0.4723322855833943,0.2642471571901562,0.752666417622544,-0.032618123212980354,-2.5063547985747925,-0.8875313356677392,0.0070850250063567355,0.35689751854587853
0.01,3.806824077909123,0.10798671785544962,0.7167091136316611,-0.11771984574380948,-2.4743788240620472,-0.624967881858759,-0.15824871334763455,0.4549959148377633
